,party,votes,eligible_count,blank,invalid,total_valid,total_casted,time_stamp,address,names,refs,links,year
2,Det Konservative Folkeparti,42,919,4,2,816,822,2011-09-16 13:50:51,"Astrup Forsamlingshus                    Bøgstedvej 307, Astrup                    9800 Hjørring",Astrup,F1002860023.htm,https://www.kmdvalg.dk/fv/2011/F1002860023.htm,2011
3,SF - Socialistisk Folkeparti,83,919,4,2,816,822,2011-09-16 13:50:51,"Astrup Forsamlingshus                    Bøgstedvej 307, Astrup                    9800 Hjørring",Astrup,F1002860023.htm,https://www.kmdvalg.dk/fv/2011/F1002860023.htm,2011
4,Liberal Alliance,38,919,4,2,816,822,2011-09-16 13:50:51,"Astrup Forsamlingshus                    Bøgstedvej 307, Astrup                    9800 Hjørring",Astrup,F1002860023.htm,https://www.kmdvalg.dk/fv/2011/F1002860023.htm,2011
5,Kristendemokraterne,10,919,4,2,816,822,2011-09-16 13:50:51,"Astrup Forsamlingshus                    Bøgstedvej 307, Astrup                    9800 Hjørring",Astrup,F1002860023.htm,https://www.kmdvalg.dk/fv/2011/F1002860023.htm,2011
6,Dansk Folkeparti,73,919,4,2,816,822,2011-09-16 13:50:51,"Astrup Forsamlingshus                    Bøgstedvej 307, Astrup                    9800 Hjørring",Astrup,F1002860023.htm,https://www.kmdvalg.dk/fv/2011/F1002860023.htm,2011
7,"Venstre, Danmarks Liberale Parti",295,919,4,2,816,822,2011-09-16 13:50:51,"Astrup Forsamlingshus                    Bøgstedvej 307, Astrup                    9800 Hjørring",Astrup,F1002860023.htm,https://www.kmdvalg.dk/fv/2011/F1002860023.htm,2011
8,Enhedslisten - De Rød-Grønne,44,919,4,2,816,822,2011-09-16 13:50:51,"Astrup Forsamlingshus                    Bøgstedvej 307, Astrup                    9800 Hjørring",Astrup,F1002860023.htm,https://www.kmdvalg.dk/fv/2011/F1002860023.htm,2011
9,Hans Schultz,0,919,4,2,816,822,2011-09-16 13:50:51,"Astrup Forsamlingshus                    Bøgstedvej 307, Astrup                    9800 Hjørring",Astrup,F1002860023.htm,https://www.kmdvalg.dk/fv/2011/F1002860023.htm,2011
0,Socialdemokratiet,224,1051,2,1,875,878,2011-09-16 13:44:28,"Tolne Efterskole                    Dvergetvedvej 95, Tolne                    9870 Sindal",Tolne,F1002860026.htm,https://www.kmdvalg.dk/fv/2011/F1002860026.htm,2011
1,Radikale Venstre,60,1051,2,1,875,878,2011-09-16 13:44:28,"Tolne Efterskole                    Dvergetvedvej 95, Tolne                    9870 Sindal",Tolne,F1002860026.htm,https://www.kmdvalg.dk/fv/2011/F1002860026.htm,2011
2,Det Konservative Folkeparti,39,1051,2,1,875,878,2011-09-16 13:44:28,"Tolne Efterskole                    Dvergetvedvej 95, Tolne                    9870 Sindal",Tolne,F1002860026.htm,https://www.kmdvalg.dk/fv/2011/F1002860026.htm,2011
3,SF - Socialistisk Folkeparti,92,1051,2,1,875,878,2011-09-16 13:44:28,"Tolne Efterskole                    Dvergetvedvej 95, Tolne                    9870 Sindal",Tolne,F1002860026.htm,https://www.kmdvalg.dk/fv/2011/F1002860026.htm,2011
4,Liberal Alliance,40,1051,2,1,875,878,2011-09-16 13:44:28,"Tolne Efterskole                    Dvergetvedvej 95, Tolne                    9870 Sindal",Tolne,F1002860026.htm,https://www.kmdvalg.dk/fv/2011/F1002860026.htm,2011
5,Kristendemokraterne,5,1051,2,1,875,878,2011-09-16 13:44:28,"Tolne Efterskole                    Dvergetvedvej 95, Tolne                    9870 Sindal",Tolne,F1002860026.htm,https://www.kmdvalg.dk/fv/2011/F1002860026.htm,2011
6,Dansk Folkeparti,108,1051,2,1,875,878,2011-09-16 13:44:28,"Tolne Efterskole                    Dvergetvedvej 95, Tolne                    9870 Sindal",Tolne,F1002860026.htm,https://www.kmdvalg.dk/fv/2011/F1002860026.htm,2011
7,"Venstre, Danmarks Liberale Parti",265,1051,2,1,875,878,2011-09-16 13:44:28,"Tolne Efterskole                    Dvergetvedvej 95, Tolne                    9870 Sindal",Tolne,F1002860026.htm,https://www.kmdvalg.dk/fv/2011/F1002860026.htm,2011
8,Enhedslisten - De Rød-Grønne,42,1051,2,1,875,878,2011-09-16 13:44:28,"Tolne Efterskole                    Dvergetvedvej 95, Tolne                    9870 Sindal",Tolne,F1002860026.htm,https://www.kmdvalg.dk/fv/2011/F1002860026.htm,2011
9,Hans Schultz,0,1051,2,1,875,878,2011-09-16 13:44:28,"Tolne Efterskole                    Dvergetvedvej 95, Tolne                    9870 Sindal",Tolne,F1002860026.htm,https://www.kmdvalg.dk/fv/2011/F1002860026.htm,2011
0,Socialdemokratiet,215,843,4,3,733,740,2011-09-16 14:58:17,"Ugilt Forsamlingshus                    Ugiltvej 304, Linderum                    9870 Sindal",Ugilt,F1002860027.htm,https://www.kmdvalg.dk/fv/2011/F1002860027.htm,2011
1,Radikale Venstre,34,843,4,3,733,740,2011-09-16 14:58:17,"Ugilt Forsamlingshus                    Ugiltvej 304, Linderum                    9870 Sindal",Ugilt,F1002860027.htm,https://www.kmdvalg.dk/fv/2011/F1002860027.htm,2011
2,Det Konservative Folkeparti,35,843,4,3,733,740,2011-09-16 14:58:17,"Ugilt Forsamlingshus                    Ugiltvej 304, Linderum                    9870 Sindal",Ugilt,F1002860027.htm,https://www.kmdvalg.dk/fv/2011/F1002860027.htm,2011
3,SF - Socialistisk Folkeparti,44,843,4,3,733,740,2011-09-16 14:58:17,"Ugilt Forsamlingshus                    Ugiltvej 304, Linderum                    9870 Sindal",Ugilt,F1002860027.htm,https://www.kmdvalg.dk/fv/2011/F1002860027.htm,2011
4,Liberal Alliance,43,843,4,3,733,740,2011-09-16 14:58:17,"Ugilt Forsamlingshus                    Ugiltvej 304, Linderum                    9870 Sindal",Ugilt,F1002860027.htm,https://www.kmdvalg.dk/fv/2011/F1002860027.htm,2011
5,Kristendemokraterne,4,843,4,3,733,740,2011-09-16 14:58:17,"Ugilt Forsamlingshus                    Ugiltvej 304, Linderum                    9870 Sindal",Ugilt,F1002860027.htm,https://www.kmdvalg.dk/fv/2011/F1002860027.htm,2011
6,Dansk Folkeparti,112,843,4,3,733,740,2011-09-16 14:58:17,"Ugilt Forsamlingshus                    Ugiltvej 304, Linderum                    9870 Sindal",Ugilt,F1002860027.htm,https://www.kmdvalg.dk/fv/2011/F1002860027.htm,2011
7,"Venstre, Danmarks Liberale Parti",224,843,4,3,733,740,2011-09-16 14:58:17,"Ugilt Forsamlingshus                    Ugiltvej 304, Linderum                    9870 Sindal",Ugilt,F1002860027.htm,https://www.kmdvalg.dk/fv/2011/F1002860027.htm,2011
8,Enhedslisten - De Rød-Grønne,22,843,4,3,733,740,2011-09-16 14:58:17,"Ugilt Forsamlingshus                    Ugiltvej 304, Linderum                    9870 Sindal",Ugilt,F1002860027.htm,https://www.kmdvalg.dk/fv/2011/F1002860027.htm,2011
9,Hans Schultz,0,843,4,3,733,740,2011-09-16 14:58:17,"Ugilt Forsamlingshus                    Ugiltvej 304, Linderum                    9870 Sindal",Ugilt,F1002860027.htm,https://www.kmdvalg.dk/fv/2011/F1002860027.htm,2011
0,Socialdemokratiet,319,1469,7,4,1208,1219,2011-09-16 14:18:30,"Lendum Kultur- og Borgerhus                    Kammervej 16, Lendum                    9870 Sindal",Lendum,F1002860028.htm,https://www.kmdvalg.dk/fv/2011/F1002860028.htm,2011
1,Radikale Venstre,56,1469,7,4,1208,1219,2011-09-16 14:18:30,"Lendum Kultur- og Borgerhus                    Kammervej 16, Lendum                    9870 Sindal",Lendum,F1002860028.htm,https://www.kmdvalg.dk/fv/2011/F1002860028.htm,2011
2,Det Konservative Folkeparti,52,1469,7,4,1208,1219,2011-09-16 14:18:30,"Lendum Kultur- og Borgerhus                    Kammervej 16, Lendum                    9870 Sindal",Lendum,F1002860028.htm,https://www.kmdvalg.dk/fv/2011/F1002860028.htm,2011
3,SF - Socialistisk Folkeparti,96,1469,7,4,1208,1219,2011-09-16 14:18:30,"Lendum Kultur- og Borgerhus                    Kammervej 16, Lendum                    9870 Sindal",Lendum,F1002860028.htm,https://www.kmdvalg.dk/fv/2011/F1002860028.htm,2011
4,Liberal Alliance,58,1469,7,4,1208,1219,2011-09-16 14:18:30,"Lendum Kultur- og Borgerhus                    Kammervej 16, Lendum                    9870 Sindal",Lendum,F1002860028.htm,https://www.kmdvalg.dk/fv/2011/F1002860028.htm,2011
5,Kristendemokraterne,12,1469,7,4,1208,1219,2011-09-16 14:18:30,"Lendum Kultur- og Borgerhus                    Kammervej 16, Lendum                    9870 Sindal",Lendum,F1002860028.htm,https://www.kmdvalg.dk/fv/2011/F1002860028.htm,2011
6,Dansk Folkeparti,184,1469,7,4,1208,1219,2011-09-16 14:18:30,"Lendum Kultur- og Borgerhus                    Kammervej 16, Lendum                    9870 Sindal",Lendum,F1002860028.htm,https://www.kmdvalg.dk/fv/2011/F1002860028.htm,2011
7,"Venstre, Danmarks Liberale Parti",402,1469,7,4,1208,1219,2011-09-16 14:18:30,"Lendum Kultur- og Borgerhus                    Kammervej 16, Lendum                    9870 Sindal",Lendum,F1002860028.htm,https://www.kmdvalg.dk/fv/2011/F1002860028.htm,2011
8,Enhedslisten - De Rød-Grønne,29,1469,7,4,1208,1219,2011-09-16 14:18:30,"Lendum Kultur- og Borgerhus                    Kammervej 16, Lendum                    9870 Sindal",Lendum,F1002860028.htm,https://www.kmdvalg.dk/fv/2011/F1002860028.htm,2011
9,Hans Schultz,0,1469,7,4,1208,1219,2011-09-16 14:18:30,"Lendum Kultur- og Borgerhus                    Kammervej 16, Lendum                    9870 Sindal",Lendum,F1002860028.htm,https://www.kmdvalg.dk/fv/2011/F1002860028.htm,2011
0,Socialdemokratiet,2261,9439,44,29,8201,8274,2011-09-16 13:38:31,Bjergmarks Hallen                    Bispehøjen 2                    4300  Holbæk,Holbæk Øst,F509316001.htm,https://www.kmdvalg.dk/fv/2011/F509316001.htm,2011
1,Radikale Venstre,840,9439,44,29,8201,8274,2011-09-16 13:38:31,Bjergmarks Hallen                    Bispehøjen 2                    4300  Holbæk,Holbæk Øst,F509316001.htm,https://www.kmdvalg.dk/fv/2011/F509316001.htm,2011
2,Det Konservative Folkeparti,477,9439,44,29,8201,8274,2011-09-16 13:38:31,Bjergmarks Hallen                    Bispehøjen 2                    4300  Holbæk,Holbæk Øst,F509316001.htm,https://www.kmdvalg.dk/fv/2011/F509316001.htm,2011
3,SF - Socialistisk Folkeparti,795,9439,44,29,8201,8274,2011-09-16 13:38:31,Bjergmarks Hallen                    Bispehøjen 2                    4300  Holbæk,Holbæk Øst,F509316001.htm,https://www.kmdvalg.dk/fv/2011/F509316001.htm,2011
4,Liberal Alliance,368,9439,44,29,8201,8274,2011-09-16 13:38:31,Bjergmarks Hallen                    Bispehøjen 2                    4300  Holbæk,Holbæk Øst,F509316001.htm,https://www.kmdvalg.dk/fv/2011/F509316001.htm,2011
5,Kristendemokraterne,32,9439,44,29,8201,8274,2011-09-16 13:38:31,Bjergmarks Hallen                    Bispehøjen 2                    4300  Holbæk,Holbæk Øst,F509316001.htm,https://www.kmdvalg.dk/fv/2011/F509316001.htm,2011
6,Dansk Folkeparti,879,9439,44,29,8201,8274,2011-09-16 13:38:31,Bjergmarks Hallen                    Bispehøjen 2                    4300  Holbæk,Holbæk Øst,F509316001.htm,https://www.kmdvalg.dk/fv/2011/F509316001.htm,2011
7,"Venstre, Danmarks Liberale Parti",1946,9439,44,29,8201,8274,2011-09-16 13:38:31,Bjergmarks Hallen                    Bispehøjen 2                    4300  Holbæk,Holbæk Øst,F509316001.htm,https://www.kmdvalg.dk/fv/2011/F509316001.htm,2011
8,Enhedslisten - De Rød-Grønne,599,9439,44,29,8201,8274,2011-09-16 13:38:31,Bjergmarks Hallen                    Bispehøjen 2                    4300  Holbæk,Holbæk Øst,F509316001.htm,https://www.kmdvalg.dk/fv/2011/F509316001.htm,2011
9,Johan Isbrandt Haulik,3,9439,44,29,8201,8274,2011-09-16 13:38:31,Bjergmarks Hallen                    Bispehøjen 2                    4300  Holbæk,Holbæk Øst,F509316001.htm,https://www.kmdvalg.dk/fv/2011/F509316001.htm,2011
10,Bent A. Jespersen,0,9439,44,29,8201,8274,2011-09-16 13:38:31,Bjergmarks Hallen                    Bispehøjen 2                    4300  Holbæk,Holbæk Øst,F509316001.htm,https://www.kmdvalg.dk/fv/2011/F509316001.htm,2011
11,Peter Lotinga,1,9439,44,29,8201,8274,2011-09-16 13:38:31,Bjergmarks Hallen                    Bispehøjen 2                    4300  Holbæk,Holbæk Øst,F509316001.htm,https://www.kmdvalg.dk/fv/2011/F509316001.htm,2011
0,Socialdemokratiet,2204,9139,42,22,7545,7609,2011-09-16 15:43:42,Absalonsskolen                    Vandtårnsvej 3                    4300  Holbæk,Holbæk Vest,F509316002.htm,https://www.kmdvalg.dk/fv/2011/F509316002.htm,2011
1,Radikale Venstre,705,9139,42,22,7545,7609,2011-09-16 15:43:42,Absalonsskolen                    Vandtårnsvej 3                    4300  Holbæk,Holbæk Vest,F509316002.htm,https://www.kmdvalg.dk/fv/2011/F509316002.htm,2011
2,Det Konservative Folkeparti,363,9139,42,22,7545,7609,2011-09-16 15:43:42,Absalonsskolen                    Vandtårnsvej 3                    4300  Holbæk,Holbæk Vest,F509316002.htm,https://www.kmdvalg.dk/fv/2011/F509316002.htm,2011
3,SF - Socialistisk Folkeparti,743,9139,42,22,7545,7609,2011-09-16 15:43:42,Absalonsskolen                    Vandtårnsvej 3                    4300  Holbæk,Holbæk Vest,F509316002.htm,https://www.kmdvalg.dk/fv/2011/F509316002.htm,2011
4,Liberal Alliance,272,9139,42,22,7545,7609,2011-09-16 15:43:42,Absalonsskolen                    Vandtårnsvej 3                    4300  Holbæk,Holbæk Vest,F509316002.htm,https://www.kmdvalg.dk/fv/2011/F509316002.htm,2011
5,Kristendemokraterne,29,9139,42,22,7545,7609,2011-09-16 15:43:42,Absalonsskolen                    Vandtårnsvej 3                    4300  Holbæk,Holbæk Vest,F509316002.htm,https://www.kmdvalg.dk/fv/2011/F509316002.htm,2011
6,Dansk Folkeparti,955,9139,42,22,7545,7609,2011-09-16 15:43:42,Absalonsskolen                    Vandtårnsvej 3                    4300  Holbæk,Holbæk Vest,F509316002.htm,https://www.kmdvalg.dk/fv/2011/F509316002.htm,2011
7,"Venstre, Danmarks Liberale Parti",1716,9139,42,22,7545,7609,2011-09-16 15:43:42,Absalonsskolen                    Vandtårnsvej 3                    4300  Holbæk,Holbæk Vest,F509316002.htm,https://www.kmdvalg.dk/fv/2011/F509316002.htm,2011
8,Enhedslisten - De Rød-Grønne,554,9139,42,22,7545,7609,2011-09-16 15:43:42,Absalonsskolen                    Vandtårnsvej 3                    4300  Holbæk,Holbæk Vest,F509316002.htm,https://www.kmdvalg.dk/fv/2011/F509316002.htm,2011
9,Johan Isbrandt Haulik,3,9139,42,22,7545,7609,2011-09-16 15:43:42,Absalonsskolen                    Vandtårnsvej 3                    4300  Holbæk,Holbæk Vest,F509316002.htm,https://www.kmdvalg.dk/fv/2011/F509316002.htm,2011
10,Bent A. Jespersen,1,9139,42,22,7545,7609,2011-09-16 15:43:42,Absalonsskolen                    Vandtårnsvej 3                    4300  Holbæk,Holbæk Vest,F509316002.htm,https://www.kmdvalg.dk/fv/2011/F509316002.htm,2011
11,Peter Lotinga,0,9139,42,22,7545,7609,2011-09-16 15:43:42,Absalonsskolen                    Vandtårnsvej 3                    4300  Holbæk,Holbæk Vest,F509316002.htm,https://www.kmdvalg.dk/fv/2011/F509316002.htm,2011
0,Socialdemokratiet,150,719,3,2,638,643,2011-09-16 10:45:27,"Orø Forsamlingshus                    Brøndevej 24, Bybjerg                    4300  Holbæk",Orø,F509316003.htm,https://www.kmdvalg.dk/fv/2011/F509316003.htm,2011
1,Radikale Venstre,32,719,3,2,638,643,2011-09-16 10:45:27,"Orø Forsamlingshus                    Brøndevej 24, Bybjerg                    4300  Holbæk",Orø,F509316003.htm,https://www.kmdvalg.dk/fv/2011/F509316003.htm,2011
2,Det Konservative Folkeparti,18,719,3,2,638,643,2011-09-16 10:45:27,"Orø Forsamlingshus                    Brøndevej 24, Bybjerg                    4300  Holbæk",Orø,F509316003.htm,https://www.kmdvalg.dk/fv/2011/F509316003.htm,2011
3,SF - Socialistisk Folkeparti,83,719,3,2,638,643,2011-09-16 10:45:27,"Orø Forsamlingshus                    Brøndevej 24, Bybjerg                    4300  Holbæk",Orø,F509316003.htm,https://www.kmdvalg.dk/fv/2011/F509316003.htm,2011
4,Liberal Alliance,25,719,3,2,638,643,2011-09-16 10:45:27,"Orø Forsamlingshus                    Brøndevej 24, Bybjerg                    4300  Holbæk",Orø,F509316003.htm,https://www.kmdvalg.dk/fv/2011/F509316003.htm,2011
5,Kristendemokraterne,2,719,3,2,638,643,2011-09-16 10:45:27,"Orø Forsamlingshus                    Brøndevej 24, Bybjerg                    4300  Holbæk",Orø,F509316003.htm,https://www.kmdvalg.dk/fv/2011/F509316003.htm,2011
6,Dansk Folkeparti,112,719,3,2,638,643,2011-09-16 10:45:27,"Orø Forsamlingshus                    Brøndevej 24, Bybjerg                    4300  Holbæk",Orø,F509316003.htm,https://www.kmdvalg.dk/fv/2011/F509316003.htm,2011
7,"Venstre, Danmarks Liberale Parti",153,719,3,2,638,643,2011-09-16 10:45:27,"Orø Forsamlingshus                    Brøndevej 24, Bybjerg                    4300  Holbæk",Orø,F509316003.htm,https://www.kmdvalg.dk/fv/2011/F509316003.htm,2011
8,Enhedslisten - De Rød-Grønne,63,719,3,2,638,643,2011-09-16 10:45:27,"Orø Forsamlingshus                    Brøndevej 24, Bybjerg                    4300  Holbæk",Orø,F509316003.htm,https://www.kmdvalg.dk/fv/2011/F509316003.htm,2011
9,Johan Isbrandt Haulik,0,719,3,2,638,643,2011-09-16 10:45:27,"Orø Forsamlingshus                    Brøndevej 24, Bybjerg                    4300  Holbæk",Orø,F509316003.htm,https://www.kmdvalg.dk/fv/2011/F509316003.htm,2011
10,Bent A. Jespersen,0,719,3,2,638,643,2011-09-16 10:45:27,"Orø Forsamlingshus                    Brøndevej 24, Bybjerg                    4300  Holbæk",Orø,F509316003.htm,https://www.kmdvalg.dk/fv/2011/F509316003.htm,2011
11,Peter Lotinga,0,719,3,2,638,643,2011-09-16 10:45:27,"Orø Forsamlingshus                    Brøndevej 24, Bybjerg                    4300  Holbæk",Orø,F509316003.htm,https://www.kmdvalg.dk/fv/2011/F509316003.htm,2011
0,Socialdemokratiet,651,3018,17,1,2725,2743,2011-09-16 11:08:13,Vipperød Hallen                    Rensdyvej 4                    4390 Vipperød,Vipperød,F509316004.htm,https://www.kmdvalg.dk/fv/2011/F509316004.htm,2011
1,Radikale Venstre,222,3018,17,1,2725,2743,2011-09-16 11:08:13,Vipperød Hallen                    Rensdyvej 4                    4390 Vipperød,Vipperød,F509316004.htm,https://www.kmdvalg.dk/fv/2011/F509316004.htm,2011
2,Det Konservative Folkeparti,171,3018,17,1,2725,2743,2011-09-16 11:08:13,Vipperød Hallen                    Rensdyvej 4                    4390 Vipperød,Vipperød,F509316004.htm,https://www.kmdvalg.dk/fv/2011/F509316004.htm,2011
3,SF - Socialistisk Folkeparti,226,3018,17,1,2725,2743,2011-09-16 11:08:13,Vipperød Hallen                    Rensdyvej 4                    4390 Vipperød,Vipperød,F509316004.htm,https://www.kmdvalg.dk/fv/2011/F509316004.htm,2011
4,Liberal Alliance,143,3018,17,1,2725,2743,2011-09-16 11:08:13,Vipperød Hallen                    Rensdyvej 4                    4390 Vipperød,Vipperød,F509316004.htm,https://www.kmdvalg.dk/fv/2011/F509316004.htm,2011
5,Kristendemokraterne,11,3018,17,1,2725,2743,2011-09-16 11:08:13,Vipperød Hallen                    Rensdyvej 4                    4390 Vipperød,Vipperød,F509316004.htm,https://www.kmdvalg.dk/fv/2011/F509316004.htm,2011
6,Dansk Folkeparti,392,3018,17,1,2725,2743,2011-09-16 11:08:13,Vipperød Hallen                    Rensdyvej 4                    4390 Vipperød,Vipperød,F509316004.htm,https://www.kmdvalg.dk/fv/2011/F509316004.htm,2011
