kommunekod;objectid;id_lokalid;afstemni00;kmd_name;municipality;refs;refs;municipality;names;constituency
671;1288814;708418;Langhøj Hallen;Langhøj;Struer Kommune;F901671006.htm;F901671006.htm;Struer Kommune;Langhøj;Struerkredsen
671;1288828;709888;Midtpunktet Thyholm;Hvidbjerg;Struer Kommune;F901671007.htm;F901671007.htm;Struer Kommune;Hvidbjerg;Struerkredsen
479;1295828;705276;Midtbyhallen;Byen;Svendborg Kommune;F607479001.htm;F607479001.htm;Svendborg Kommune;Byen;Svendborgkredsen
479;1295774;701944;Svendborg Erhvervsskole og Gym;Nordre;Svendborg Kommune;F607479002.htm;F607479002.htm;Svendborg Kommune;Nordre;Svendborgkredsen
479;1295796;705356;Nymarkskolens Hal;Østre;Svendborg Kommune;F607479003.htm;F607479003.htm;Svendborg Kommune;Østre;Svendborgkredsen
479;1295812;707990;Taasingehallen;Bregninge;Svendborg Kommune;F607479005.htm;F607479005.htm;Svendborg Kommune;Bregninge;Svendborgkredsen
479;1295804;703708;Drejø Kro;Drejø;Svendborg Kommune;F607479006.htm;F607479006.htm;Svendborg Kommune;Drejø;Svendborgkredsen
479;1295760;705328;Egense Forsamlingshus;Egense;Svendborg Kommune;F607479007.htm;F607479007.htm;Svendborg Kommune;Egense;Svendborgkredsen
479;1295772;705344;Lundbyhallen;Bjerreby/Landet;Svendborg Kommune;F607479008.htm;F607479008.htm;Svendborg Kommune;Landet;Svendborgkredsen
479;1295764;703734;Skåruphallen;Skårup;Svendborg Kommune;F607479009.htm;F607479009.htm;Svendborg Kommune;Skårup;Svendborgkredsen
479;1295808;709768;Thurøhallen;Thurø;Svendborg Kommune;F607479010.htm;F607479010.htm;Svendborg Kommune;Thurø;Svendborgkredsen
479;1295778;703728;Tvedhallen;Tved;Svendborg Kommune;F607479011.htm;F607479011.htm;Svendborg Kommune;Tved;Svendborgkredsen
479;1295776;709774;Kirkeby Forsamlingshus;Kirkeby;Svendborg Kommune;F607479014.htm;F607479014.htm;Svendborg Kommune;Kirkeby;Svendborgkredsen
479;1295780;706616;Ø. Skerninge Forsamlingshus;Ollerup;Svendborg Kommune;F607479016.htm;F607479016.htm;Svendborg Kommune;Ollerup;Svendborgkredsen
479;1295792;701964;Stenstrup Plejecenter;Stenstrup;Svendborg Kommune;F607479017.htm;F607479017.htm;Svendborg Kommune;Stenstrup;Svendborgkredsen
479;1295794;708006;Vester Skerninge Forsamlingshus;V.Skerninge;Svendborg Kommune;F607479019.htm;F607479019.htm;Svendborg Kommune;V.Skerninge;Svendborgkredsen
479;1295762;705350;Gudbjerg Forsamlingshus;Gudbjerg;Svendborg Kommune;F607479021.htm;F607479021.htm;Svendborg Kommune;Gudbjerg;Svendborgkredsen
479;1295786;709786;"Stokkebækskolen; Gudme";Gudme;Svendborg Kommune;F607479023.htm;F607479023.htm;Svendborg Kommune;Gudme;Svendborgkredsen
479;1295790;712298;"Stokkebækskolen; afd. Hesselager";Hesselager;Svendborg Kommune;F607479025.htm;F607479025.htm;Svendborg Kommune;Hesselager;Svendborgkredsen
479;1295784;707982;Majorgården;Oure;Svendborg Kommune;F607479027.htm;F607479027.htm;Svendborg Kommune;Oure;Svendborgkredsen
706;1277857;701596;Ebeltoft Idrætscenter Hal 1;Ebeltoft;Syddjurs Kommune;F805706001.htm;F805706001.htm;Syddjurs Kommune;Ebeltoft;Djurskredsen
706;1278234;703350;Molshallen;Mols;Syddjurs Kommune;F805706002.htm;F805706002.htm;Syddjurs Kommune;Mols;Djurskredsen
706;1306656;703380;Birkehuset;Tirstrup;Syddjurs Kommune;F805706003.htm;F805706003.htm;Syddjurs Kommune;Tirstrup;Djurskredsen
706;1277472;711940;Kolind+ Multisal;Kolind;Syddjurs Kommune;F805706004.htm;F805706004.htm;Syddjurs Kommune;Kolind;Djurskredsen
706;1278515;711952;Midtdjurs Hallen Multihal;Ryomgård;Syddjurs Kommune;F805706005.htm;F805706005.htm;Syddjurs Kommune;Ryomgård;Djurskredsen
706;1287135;701618;Hornslet Idræts- og Kulturcenter;Hornslet;Syddjurs Kommune;F805706006.htm;F805706006.htm;Syddjurs Kommune;Hornslet;Djurskredsen
706;1275730;710826;Mørke Idrætscenter Springhallen;Mørke;Syddjurs Kommune;F805706007.htm;F805706007.htm;Syddjurs Kommune;Mørke;Djurskredsen
706;1278159;711958;Rønde Idrætscenter;Rønde;Syddjurs Kommune;F805706008.htm;F805706008.htm;Syddjurs Kommune;Rønde;Djurskredsen
540;1299377;703038;Nordborghallen;Nordborg;Sønderborg Kommune;F701540001.htm;F701540001.htm;Sønderborg Kommune;Nordborg;Sønderborgkredsen
540;1299337;710634;Nordals Skolen - Havnbjerg afd.;Havnbjerg;Sønderborg Kommune;F701540002.htm;F701540002.htm;Sønderborg Kommune;Havnbjerg;Sønderborgkredsen
540;1299371;701408;Guderup Forsamling-og Selskabshus;Egen;Sønderborg Kommune;F701540003.htm;F701540003.htm;Sønderborg Kommune;Egen;Sønderborgkredsen
540;1299383;701428;Diamanten;Fynshav;Sønderborg Kommune;F701540004.htm;F701540004.htm;Sønderborg Kommune;Fynshav;Sønderborgkredsen
540;1299381;710642;Augustenborg-Hallerne;Augustenborg;Sønderborg Kommune;F701540005.htm;F701540005.htm;Sønderborg Kommune;Augustenborg;Sønderborgkredsen
540;1299361;707448;Høruphallerne;Hørup;Sønderborg Kommune;F701540006.htm;F701540006.htm;Sønderborg Kommune;Hørup;Sønderborgkredsen
540;1299363;703032;Sydals Hallen;Sydals;Sønderborg Kommune;F701540007.htm;F701540007.htm;Sønderborg Kommune;Sydals;Sønderborgkredsen
540;1299385;707466;Kegnæs Forsamlingshus;Kegnæs;Sønderborg Kommune;F701540008.htm;F701540008.htm;Sønderborg Kommune;Kegnæs;Sønderborgkredsen
540;1299375;701434;Humlehøj-Hallen;"Humlehøj; Sønderborg";Sønderborg Kommune;F701540009.htm;F701540009.htm;Sønderborg Kommune;Humlehøj, Sønderborg;Sønderborgkredsen
540;1299373;704588;Sønderskov Hallen;"Sønderskov; Sønderborg";Sønderborg Kommune;F701540010.htm;F701540010.htm;Sønderborg Kommune;Sønderskov, Sønderborg;Sønderborgkredsen
540;1299351;710622;Det gamle bibliotek Sønderborg;"Det gamle bibliotek; Sønderbor";Sønderborg Kommune;F701540011.htm;F701540011.htm;Sønderborg Kommune;Biblioteket, Sønderborg;Sønderborgkredsen
540;1299353;701416;Dybbøl-hallerne;Dybbøl;Sønderborg Kommune;F701540012.htm;F701540012.htm;Sønderborg Kommune;Dybbøl;Sønderborgkredsen
540;1299339;706060;Forsamlingsgaarden Sundeved;Vester Sottrup;Sønderborg Kommune;F701540013.htm;F701540013.htm;Sønderborg Kommune;Vester Sottrup;Sønderborgkredsen
540;1299367;706040;Bakkensbro Aktivitets- og Kultur Center;Ullerup;Sønderborg Kommune;F701540014.htm;F701540014.htm;Sønderborg Kommune;Ullerup;Sønderborgkredsen
540;1299343;706048;Broager Hallen;Broager;Sønderborg Kommune;F701540015.htm;F701540015.htm;Sønderborg Kommune;Broager;Sønderborgkredsen
540;1299359;704566;Ahlmannsparken;Gråsten;Sønderborg Kommune;F701540016.htm;F701540016.htm;Sønderborg Kommune;Gråsten;Sønderborgkredsen
540;1299341;706066;Kværshallen;Kværs;Sønderborg Kommune;F701540017.htm;F701540017.htm;Sønderborg Kommune;Kværs;Sønderborgkredsen
787;1299031;705918;Munkehallen;Thisted By;Thisted Kommune;F1004787001.htm;F1004787001.htm;Thisted Kommune;Thisted By;Thistedkredsen
787;1299025;701264;Den Gamle Dyrehave;Harring-Stagstrup;Thisted Kommune;F1004787002.htm;F1004787002.htm;Thisted Kommune;Harring-Stagstrup;Thistedkredsen
787;1299061;710494;Thy Privatskole-via hovedindgangen;Hillerslev-Kåstrup;Thisted Kommune;F1004787003.htm;F1004787003.htm;Thisted Kommune;Hillerslev-Kåstrup;Thistedkredsen
787;1299015;707388;Sprogcenter Thisted;Hundborg-Jannerup;Thisted Kommune;F1004787004.htm;F1004787004.htm;Thisted Kommune;Hundborg-Jannerup;Thistedkredsen
787;1299069;702944;Skolen;Vorupør;Thisted Kommune;F1004787005.htm;F1004787005.htm;Thisted Kommune;Vorupør;Thistedkredsen
787;1299027;709112;Nors Skole;Nors-Tved;Thisted Kommune;F1004787006.htm;F1004787006.htm;Thisted Kommune;Nors-Tved;Thistedkredsen
787;1299011;705906;Sennels Skole;Sennels;Thisted Kommune;F1004787007.htm;F1004787007.htm;Thisted Kommune;Sennels;Thistedkredsen
787;1298999;704712;Sjørring Skole;Sjørring-Thorsted;Thisted Kommune;F1004787008.htm;F1004787008.htm;Thisted Kommune;Sjørring-Thorsted;Thistedkredsen
787;1299029;701308;STU Center Thisted;Skjoldborg-Kallerup;Thisted Kommune;F1004787009.htm;F1004787009.htm;Thisted Kommune;Skjoldborg-Kallerup;Thistedkredsen
787;1299017;708884;Snedsted Hallen;Snedsted-Nørhå;Thisted Kommune;F1004787010.htm;F1004787010.htm;Thisted Kommune;Snedsted-Nørhå;Thistedkredsen
787;1299035;703074;Sønderhå-Hørsted Friskole;Sønderhå-Hørsted;Thisted Kommune;F1004787011.htm;F1004787011.htm;Thisted Kommune;Sønderhå-Hørsted;Thistedkredsen
787;1299033;710520;Tingstrup Skole;Thisted Landsogn;Thisted Kommune;F1004787012.htm;F1004787012.htm;Thisted Kommune;Thisted Landsogn;Thistedkredsen
787;1299013;702912;Vang Missionshus;Vang-Tvorup;Thisted Kommune;F1004787013.htm;F1004787013.htm;Thisted Kommune;Vang-Tvorup;Thistedkredsen
787;1299067;711738;Vandet Sognegård;"Skinnerup; V Og Ø Vandet";Thisted Kommune;F1004787014.htm;F1004787014.htm;Thisted Kommune;Skinnerup, V Og Ø Vandet;Thistedkredsen
787;1299083;701270;Hannæsskolen - Vesløs;"Øsløs; Vesløs Og Arup";Thisted Kommune;F1004787015.htm;F1004787015.htm;Thisted Kommune;Øsløs, Vesløs Og Arup;Thistedkredsen
787;1298989;711822;Hannæsskolen - Østerild;"Østerild; Hunstrup";Thisted Kommune;F1004787016.htm;F1004787016.htm;Thisted Kommune;Østerild, Hunstrup;Thistedkredsen
787;1299023;702896;Hanstholm Hallerne;Hanstholm;Thisted Kommune;F1004787017.htm;F1004787017.htm;Thisted Kommune;Hanstholm;Thistedkredsen
787;1298997;711722;Ræhr Beboerhus;Ræhr/Vigsø;Thisted Kommune;F1004787018.htm;F1004787018.htm;Thisted Kommune;Ræhr/Vigsø;Thistedkredsen
787;1299003;705976;Klitmøller Friskole;Klitmøller;Thisted Kommune;F1004787019.htm;F1004787019.htm;Thisted Kommune;Klitmøller;Thistedkredsen
787;1298991;709118;Hannæsskolen - Frøstrup;Frøstrup;Thisted Kommune;F1004787020.htm;F1004787020.htm;Thisted Kommune;Frøstrup;Thistedkredsen
787;1299065;707344;Bjerget Efterskole;Lild;Thisted Kommune;F1004787021.htm;F1004787021.htm;Thisted Kommune;Lild;Thistedkredsen
787;1299001;704700;Bedsted Hallen;Bedsted;Thisted Kommune;F1004787023.htm;F1004787023.htm;Thisted Kommune;Bedsted;Thistedkredsen
787;1298993;707382;Hurup Hallerne;Hurup;Thisted Kommune;F1004787024.htm;F1004787024.htm;Thisted Kommune;Hurup;Thistedkredsen
787;1299063;701288;Koldby Skole;Koldby;Thisted Kommune;F1004787025.htm;F1004787025.htm;Thisted Kommune;Koldby;Thistedkredsen
787;1299041;705982;Aktivitetscenter Vestervig-Agger;Vestervig;Thisted Kommune;F1004787026.htm;F1004787026.htm;Thisted Kommune;Vestervig;Thistedkredsen
787;1299057;708842;Boddum-Ydby Skytte & Fritidscenter;Ydby;Thisted Kommune;F1004787027.htm;F1004787027.htm;Thisted Kommune;Ydby;Thistedkredsen
550;1289614;712106;Bredebro Forsamlingshus;Bredebro;Tønder Kommune;F703550001.htm;F703550001.htm;Tønder Kommune;Bredebro;Tønderkredsen
550;1289594;703560;Ballum Multihus;Ballum;Tønder Kommune;F703550002.htm;F703550002.htm;Tønder Kommune;Ballum;Tønderkredsen
550;1289608;711072;Visby Forsamlingshus;Visby;Tønder Kommune;F703550003.htm;F703550003.htm;Tønder Kommune;Visby;Tønderkredsen
550;1352050;706374;Højer Hus;Højer;Tønder Kommune;F703550004.htm;F703550004.htm;Tønder Kommune;Højer;Tønderkredsen
550;1289568;707858;Emmerlev Sogns Forsamlingshus;Sdr. Sejerslev;Tønder Kommune;F703550007.htm;F703550007.htm;Tønder Kommune;Sdr. Sejerslev;Tønderkredsen
550;1352048;706368;Møgeltønderhus;Møgeltønder;Tønder Kommune;F703550008.htm;F703550008.htm;Tønder Kommune;Møgeltønder;Tønderkredsen
550;1289576;701834;Klosterhallerne (Multihallen);Løgumkloster;Tønder Kommune;F703550012.htm;F703550012.htm;Tønder Kommune;Løgumkloster;Tønderkredsen
550;1289578;711084;Konfirmandstuen v/Præstegården;Nr. Løgum;Tønder Kommune;F703550014.htm;F703550014.htm;Tønder Kommune;Nr. Løgum;Tønderkredsen
550;1289600;703566;Bedsted Friskole;Bedsted;Tønder Kommune;F703550015.htm;F703550015.htm;Tønder Kommune;Bedsted;Tønderkredsen
550;1289592;709676;Øster Højst Forsamlingshus;Øster Højst;Tønder Kommune;F703550016.htm;F703550016.htm;Tønder Kommune;Øster Højst;Tønderkredsen
550;1289580;701806;"Agerskov Hallen; Cafeteriet";Agerskov;Tønder Kommune;F703550017.htm;F703550017.htm;Tønder Kommune;Agerskov;Tønderkredsen
550;1289572;711066;"Arrild Privatskole; gymnastiksal";Arrild;Tønder Kommune;F703550018.htm;F703550018.htm;Tønder Kommune;Arrild;Tønderkredsen
550;1289612;709622;Branderup Forsamlingshus;Branderup;Tønder Kommune;F703550019.htm;F703550019.htm;Tønder Kommune;Branderup;Tønderkredsen
550;1289584;709616;Forsamlingshuset i Døstrup;Døstrup;Tønder Kommune;F703550021.htm;F703550021.htm;Tønder Kommune;Døstrup;Tønderkredsen
550;1289570;701800;"Toftlundhallerne; Hal 1";Toftlund;Tønder Kommune;F703550023.htm;F703550023.htm;Tønder Kommune;Toftlund;Tønderkredsen
550;1289606;711078;Brøns Kro;Brøns;Tønder Kommune;F703550024.htm;F703550024.htm;Tønder Kommune;Brøns;Tønderkredsen
550;1352049;705136;"Tønderhallerne; Hal 4";Tønder;Tønder Kommune;F703550025.htm;F703550025.htm;Tønder Kommune;Tønder;Tønderkredsen
550;1289610;701794;Ungdomsskolen;Abild;Tønder Kommune;F703550027.htm;F703550027.htm;Tønder Kommune;Abild;Tønderkredsen
550;1352047;707840;Jejsing Forsamlingshus;Hostrup;Tønder Kommune;F703550029.htm;F703550029.htm;Tønder Kommune;Hostrup;Tønderkredsen
550;1289588;705128;Havneby Kro;Rømø;Tønder Kommune;F703550051.htm;F703550051.htm;Tønder Kommune;Rømø;Tønderkredsen
550;1289598;709602;"Skærbækcentret; Hal 1";Skærbæk;Tønder Kommune;F703550061.htm;F703550061.htm;Tønder Kommune;Skærbæk;Tønderkredsen
550;1289582;705162;Frifelt Kro;Vodder;Tønder Kommune;F703550071.htm;F703550071.htm;Tønder Kommune;Vodder;Tønderkredsen
185;1291124;711216;Vestamager Hallen;Vestamager;Tårnby Kommune;F112185001.htm;F112185001.htm;Tårnby Kommune;Vestamager;Tårnbykredsen
185;1291985;701986;Pilegårdsskolens Festsal;Pilegården;Tårnby Kommune;F112185002.htm;F112185002.htm;Tårnby Kommune;Pilegården;Tårnbykredsen
185;1291659;709804;Nordregårdsskolens Festsal;Tårnby;Tårnby Kommune;F112185003.htm;F112185003.htm;Tårnby Kommune;Tårnby;Tårnbykredsen
185;1291657;708328;Korsvejens Skoles Festsal;Korsvejen;Tårnby Kommune;F112185004.htm;F112185004.htm;Tårnby Kommune;Korsvejen;Tårnbykredsen
185;1291909;701992;Løjtegårdsskolens Festsal;Løjtegården;Tårnby Kommune;F112185005.htm;F112185005.htm;Tårnby Kommune;Løjtegården;Tårnbykredsen
185;1291130;708012;Skottegårdsskolens Aula;Kastrup;Tårnby Kommune;F112185006.htm;F112185006.htm;Tårnby Kommune;Kastrup;Tårnbykredsen
187;1283504;707962;"Vallensbæk Skole; Multisalen";"Vallensbæk Skole; Multisalen";Vallensbæk Kommune;F206187001.htm;F206187001.htm;Vallensbæk Kommune;Vallensbæk Skole, Multisalen;Brøndbykredsen
187;1283506;709762;"Egholmskolen; Festsalen";Egholmskolen;Vallensbæk Kommune;F206187002.htm;F206187002.htm;Vallensbæk Kommune;Egholmskolen;Brøndbykredsen
187;1283508;701896;"Pilehaveskolen; Sportshallen";Pilehaveskolen;Vallensbæk Kommune;F206187003.htm;F206187003.htm;Vallensbæk Kommune;Pilehaveskolen;Brøndbykredsen
573;1289687;701470;"Varde Fritidscenter; Lerpøthallen";Varde By;Varde Kommune;F706573001.htm;F706573001.htm;Varde Kommune;Varde By;Vardekredsen
573;1291813;707512;"Birgittegården; Rød Stue";Sig;Varde Kommune;F706573004.htm;F706573004.htm;Varde Kommune;Sig;Vardekredsen
573;1289708;709030;Billum Kro;Billum;Varde Kommune;F706573005.htm;F706573005.htm;Varde Kommune;Billum;Vardekredsen
573;1289706;709048;Tinghøj Forsamlingshus;Tinghøj;Varde Kommune;F706573006.htm;F706573006.htm;Varde Kommune;Tinghøj;Vardekredsen
573;1289623;704642;Alslev Forsamlingshus;Alslev;Varde Kommune;F706573007.htm;F706573007.htm;Varde Kommune;Alslev;Vardekredsen
573;1292243;707556;Horne Kro;Horne;Varde Kommune;F706573008.htm;F706573008.htm;Varde Kommune;Horne;Vardekredsen
573;1289685;706084;Eventyrgården;Janderup;Varde Kommune;F706573009.htm;F706573009.htm;Varde Kommune;Janderup;Vardekredsen
573;1292245;710668;Lunde Forsamlingshus;Lunde;Varde Kommune;F706573010.htm;F706573010.htm;Varde Kommune;Lunde;Vardekredsen
573;1292145;707430;Form & Fritid Nørre Nebel;Nørre Nebel;Varde Kommune;F706573013.htm;F706573013.htm;Varde Kommune;Nørre Nebel;Vardekredsen
573;1291635;703068;Rest. Stausø;Henne;Varde Kommune;F706573014.htm;F706573014.htm;Varde Kommune;Henne;Vardekredsen
573;1289710;710662;Hotel Outrup;Outrup;Varde Kommune;F706573015.htm;F706573015.htm;Varde Kommune;Outrup;Vardekredsen
573;1289712;707498;Blåvandshuk Idrætsc. Den Gamle Hal;Oksbøl;Varde Kommune;F706573018.htm;F706573018.htm;Varde Kommune;Oksbøl;Vardekredsen
573;1292249;708972;Blåvand Borgerhus;Blåvand;Varde Kommune;F706573019.htm;F706573019.htm;Varde Kommune;Blåvand;Vardekredsen
573;1292153;709060;Årre Kro;Årre;Varde Kommune;F706573022.htm;F706573022.htm;Varde Kommune;Årre;Vardekredsen
573;1291733;704694;Agerbæk Hotel;Agerbæk;Varde Kommune;F706573023.htm;F706573023.htm;Varde Kommune;Agerbæk;Vardekredsen
573;1291633;704654;Fåborg Kro;Fåborg;Varde Kommune;F706573024.htm;F706573024.htm;Varde Kommune;Fåborg;Vardekredsen
573;1289714;707562;Næsbjerghus;Næsbjerg;Varde Kommune;F706573026.htm;F706573026.htm;Varde Kommune;Næsbjerg;Vardekredsen
573;1292047;704648;Starup Multihus;Starup;Varde Kommune;F706573027.htm;F706573027.htm;Varde Kommune;Starup;Vardekredsen
573;1291881;706078;"Nordenskov Skole; NUIF´s klublokale ved idrætsindgangen";Nordenskov;Varde Kommune;F706573028.htm;F706573028.htm;Varde Kommune;Nordenskov;Vardekredsen
573;1291735;710690;Kulturhuset;Ølgod;Varde Kommune;F706573030.htm;F706573030.htm;Varde Kommune;Ølgod;Vardekredsen
573;1292251;704624;Hodde-Tistrup Hallen;Tistrup;Varde Kommune;F706573031.htm;F706573031.htm;Varde Kommune;Tistrup;Vardekredsen
573;1291637;701482;Skovlund-Ansager Hallen Multisalen;Ansager;Varde Kommune;F706573032.htm;F706573032.htm;Varde Kommune;Ansager;Vardekredsen
573;1292151;709054;Skovlund Kro;Skovlund;Varde Kommune;F706573033.htm;F706573033.htm;Varde Kommune;Skovlund;Vardekredsen
575;1300881;703026;Brørup Hallerne;Brørup;Vejen Kommune;F707575001.htm;F707575001.htm;Vejen Kommune;Brørup;Vejenkredsen
575;1300889;706022;Aktivitetscentret Bøgevang;Lindknud;Vejen Kommune;F707575002.htm;F707575002.htm;Vejen Kommune;Lindknud;Vejenkredsen
575;1300859;701368;Medius;Holsted;Vejen Kommune;F707575003.htm;F707575003.htm;Vejen Kommune;Holsted;Vejenkredsen
575;1300857;706028;Landsbyhuset Føvling;Føvling;Vejen Kommune;F707575004.htm;F707575004.htm;Vejen Kommune;Føvling;Vejenkredsen
575;1300853;707412;Glejbjerg Fritidscenter;Glejbjerg;Vejen Kommune;F707575005.htm;F707575005.htm;Vejen Kommune;Glejbjerg;Vejenkredsen
575;1300867;707418;Hovborg Kro;Hovborg;Vejen Kommune;F707575006.htm;F707575006.htm;Vejen Kommune;Hovborg;Vejenkredsen
575;1300869;701350;Områdekontor Rødding;Rødding;Vejen Kommune;F707575007.htm;F707575007.htm;Vejen Kommune;Rødding;Vejenkredsen
575;1300863;704526;Sdr. Hygum Forsamlingshus;Sdr. Hygum;Vejen Kommune;F707575008.htm;F707575008.htm;Vejen Kommune;Sdr. Hygum;Vejenkredsen
575;1300887;706016;"Jels Skole; Aulaen";Jels;Vejen Kommune;F707575009.htm;F707575009.htm;Vejen Kommune;Jels;Vejenkredsen
575;1300885;710606;Lintrup Aktivitetscenter;Lintrup;Vejen Kommune;F707575010.htm;F707575010.htm;Vejen Kommune;Lintrup;Vejenkredsen
575;1300877;704538;Skodborg Børnecenter;Skodborg;Vejen Kommune;F707575011.htm;F707575011.htm;Vejen Kommune;Skodborg;Vejenkredsen
575;1300861;701380;Københoved Forsamlingshus;Københoved;Vejen Kommune;F707575012.htm;F707575012.htm;Vejen Kommune;Københoved;Vejenkredsen
575;1300855;710600;Øster Lindet Forsamlingshus;Øster Lindet;Vejen Kommune;F707575013.htm;F707575013.htm;Vejen Kommune;Øster Lindet;Vejenkredsen
575;1300865;704514;Vejen Idrætscenter;Vejen;Vejen Kommune;F707575014.htm;F707575014.htm;Vejen Kommune;Vejen;Vejenkredsen
575;1300875;703014;Læborg Forsamlingshus;Læborg;Vejen Kommune;F707575015.htm;F707575015.htm;Vejen Kommune;Læborg;Vejenkredsen
575;1300879;701362;Askov-Malt Skole;Askov-Malt;Vejen Kommune;F707575016.htm;F707575016.htm;Vejen Kommune;Askov-Malt;Vejenkredsen
575;1300871;704520;Andst Forsamlingshus;Andst;Vejen Kommune;F707575017.htm;F707575017.htm;Vejen Kommune;Andst;Vejenkredsen
575;1300883;703020;Gesten Forsamlingshus;Gesten;Vejen Kommune;F707575018.htm;F707575018.htm;Vejen Kommune;Gesten;Vejenkredsen
575;1300873;701386;Hærvejshallen;Bække;Vejen Kommune;F707575019.htm;F707575019.htm;Vejen Kommune;Bække;Vejenkredsen
630;1293895;702280;Skibet Hallen;Skibet Hallen Nord;Vejle Kommune;F708630016.htm;F708630016.htm;Vejle Kommune;Skibethallen Nord;Vejle Nordkredsen
630;1293937;711436;Ikærhallen;Give Nord;Vejle Kommune;F708630017.htm;F708630017.htm;Vejle Kommune;Give Nord;Vejle Nordkredsen
630;1293947;700940;Thyregod Skole;Thyregod Nord;Vejle Kommune;F708630018.htm;F708630018.htm;Vejle Kommune;Thyregod Nord;Vejle Nordkredsen
630;1293897;706950;Gadbjerg Skole;Gadbjerg Nord;Vejle Kommune;F708630019.htm;F708630019.htm;Vejle Kommune;Gadbjerg Nord;Vejle Nordkredsen
630;1293939;700946;Givskud Skole;Givskud Nord;Vejle Kommune;F708630020.htm;F708630020.htm;Vejle Kommune;Givskud Nord;Vejle Nordkredsen
630;1293943;706962;Elkjærskolen;Grønbjerg Nord;Vejle Kommune;F708630021.htm;F708630021.htm;Vejle Kommune;Grønbjerg Nord;Vejle Nordkredsen
630;1293919;702264;Lindeballe Forsamlingshus;Lindeballe Nord;Vejle Kommune;F708630022.htm;F708630022.htm;Vejle Kommune;Lindeballe Nord;Vejle Nordkredsen
630;1293963;703974;Øster Nykirke Skole;Øster Nykirke Nord;Vejle Kommune;F708630023.htm;F708630023.htm;Vejle Kommune;Øster Nykirke Nord;Vejle Nordkredsen
630;1293915;708586;Bredagerskolen;Jelling Nord;Vejle Kommune;F708630024.htm;F708630024.htm;Vejle Kommune;Jelling Nord;Vejle Nordkredsen
630;1293951;703968;Kollerup Skole - Multihallen;Kollerup-Sandvad Nord;Vejle Kommune;F708630025.htm;F708630025.htm;Vejle Kommune;Kollerup-Sandvad Nord;Vejle Nordkredsen
630;1293933;710054;Grejs Friskole;Grejs Nord;Vejle Kommune;F708630026.htm;F708630026.htm;Vejle Kommune;Grejs Nord;Vejle Nordkredsen
630;1293905;702272;Bredsten Skole;Bredsten Nord;Vejle Kommune;F708630027.htm;F708630027.htm;Vejle Kommune;Bredsten Nord;Vejle Nordkredsen
630;1293927;708580;Nørup Hallen;Nørup Nord;Vejle Kommune;F708630028.htm;F708630028.htm;Vejle Kommune;Nørup Nord;Vejle Nordkredsen
630;1293955;702258;Vandel Idrætshal;Vandel Nord;Vejle Kommune;F708630029.htm;F708630029.htm;Vejle Kommune;Randbøl Nord;Vejle Nordkredsen
630;1293941;705588;Nørremarkshallen;Nørremarkshallen Nord;Vejle Kommune;F708630030.htm;F708630030.htm;Vejle Kommune;Nørremarkshallen Nord;Vejle Nordkredsen
630;1293907;703960;Engumhus;Engum Nord;Vejle Kommune;F708630031.htm;F708630031.htm;Vejle Kommune;Engum Nord;Vejle Nordkredsen
630;1293959;706968;Hældagerhallen;Hældagerhallen Nord;Vejle Kommune;F708630032.htm;F708630032.htm;Vejle Kommune;Hældagerhallen Nord;Vejle Nordkredsen
630;1293909;705594;Selskabslokale v. Grejsdalens Fritidscenter;Grejsdalen Nord;Vejle Kommune;F708630033.htm;F708630033.htm;Vejle Kommune;Grejsdalshallen Nord;Vejle Nordkredsen
630;1293945;703980;Multihallen v. Petersmindeskolen;Multihallen v. Petersmindeskol;Vejle Kommune;F708630034.htm;F708630034.htm;Vejle Kommune;Petersmindehallen Nord;Vejle Nordkredsen
630;1302829;708612;Læringscenter Brejning;Brejning Syd;Vejle Kommune;F709630001.htm;F709630001.htm;Vejle Kommune;Brejning Syd;Vejle Sydkredsen
630;1293887;711442;Englystshallen;Børkop Syd;Vejle Kommune;F709630002.htm;F709630002.htm;Vejle Kommune;Børkop Syd;Vejle Sydkredsen
630;1302831;700976;Gårslev Sognegård;Gårslev Syd;Vejle Kommune;F709630003.htm;F709630003.htm;Vejle Kommune;Gårslev Syd;Vejle Sydkredsen
630;1293953;702298;Smidstruphallen;Smidstrup Syd;Vejle Kommune;F709630004.htm;F709630004.htm;Vejle Kommune;Smidstrup Syd;Vejle Sydkredsen
630;1293961;710116;Brunmosehallen;Ødsted Syd;Vejle Kommune;F709630005.htm;F709630005.htm;Vejle Kommune;Ødsted Syd;Vejle Sydkredsen
630;1293949;710134;Roberthus;Egtved Syd;Vejle Kommune;F709630006.htm;F709630006.htm;Vejle Kommune;Egtved Syd;Vejle Sydkredsen
630;1293917;711448;Jerlev Forsamlingshus;Jerlev Syd;Vejle Kommune;F709630007.htm;F709630007.htm;Vejle Kommune;Jerlev Syd;Vejle Sydkredsen
630;1293901;710122;Øster Starup Skole;Øster Starup Syd;Vejle Kommune;F709630008.htm;F709630008.htm;Vejle Kommune;Øster Starup Syd;Vejle Sydkredsen
630;1293957;708618;DGI-Huset Vejle;DGI-Huset Syd;Vejle Kommune;F709630009.htm;F709630009.htm;Vejle Kommune;Dgi-Huset Syd;Vejle Sydkredsen
